filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot-2025-09-13-122712_png.rf.b5579dd1e771eadeb854f08364ae7a26.jpg,630,649,Sahiwal,24,90,88,208
Screenshot-2025-09-13-122712_png.rf.b5579dd1e771eadeb854f08364ae7a26.jpg,630,649,Sahiwal,33,99,492,480
Screenshot-2025-09-13-122712_png.rf.b5579dd1e771eadeb854f08364ae7a26.jpg,630,649,Sahiwal,174,78,275,166
Screenshot-2025-09-13-121949_png.rf.efb239ba6dfbd1da41cab80fad031a18.jpg,1087,752,Sahiwal,133,189,936,674
Screenshot-2025-09-13-121156_png.rf.76d9f5ac64b97888fb43c65aa9e16a45.jpg,1075,733,Sahiwal,19,47,561,661
Screenshot-2025-09-13-121156_png.rf.76d9f5ac64b97888fb43c65aa9e16a45.jpg,1075,733,Sahiwal,594,23,1054,457
Screenshot-2025-09-13-122250_png.rf.6faf6505a34f25fe920023564f1f8909.jpg,716,510,Sahiwal,114,39,582,442
Screenshot-2025-09-13-121045_png.rf.488d7cca1c2932ba309d48ae0db3c87f.jpg,1112,760,Sahiwal,227,322,526,621
Screenshot-2025-09-13-121045_png.rf.488d7cca1c2932ba309d48ae0db3c87f.jpg,1112,760,Sahiwal,546,346,838,682
Screenshot-2025-09-13-121045_png.rf.488d7cca1c2932ba309d48ae0db3c87f.jpg,1112,760,Sahiwal,771,342,1033,563
Screenshot-2025-09-13-122441_png.rf.03ecfe611363351ecbc9a7951d99c713.jpg,621,497,Sahiwal,38,36,562,384
Screenshot-2025-09-13-122301_png.rf.cf8e54e2084af0c7ee4d17fbcdcb7d18.jpg,721,494,Sahiwal,99,42,626,454
Screenshot-2025-09-13-121309_png.rf.030e7fa28bdb0d677b080bd1b7ed0a68.jpg,1091,724,Sahiwal,481,53,929,668
Screenshot-2025-09-13-121100_png.rf.36d4d03480a4273e0fb7b70d074b8cdf.jpg,1097,721,Sahiwal,106,56,977,680
Screenshot-2025-09-13-122402_png.rf.ada31f51cbb07f19b3bd6889d9434910.jpg,721,407,Sahiwal,139,82,615,384
Screenshot-2025-09-13-122613_png.rf.4db4d7bc13e28eee492c21cbeb5a8b7a.jpg,615,478,Sahiwal,15,18,582,352
Screenshot-2025-09-13-122546_png.rf.2c9dc82424517f39142e74124c2bed52.jpg,610,385,Sahiwal,219,61,562,262
Screenshot-2025-09-13-122546_png.rf.2c9dc82424517f39142e74124c2bed52.jpg,610,385,Sahiwal,89,186,276,336
Screenshot-2025-09-13-121850_png.rf.36ae80f33c9d78c243b7c00c2ff0fb3a.jpg,1261,915,Sahiwal,190,147,946,737
Screenshot-2025-09-13-121850_png.rf.36ae80f33c9d78c243b7c00c2ff0fb3a.jpg,1261,915,Sahiwal,828,522,1137,754
Screenshot-2025-09-13-120752_png.rf.96383b2d01e20faf5da2e647ab86c9de.jpg,1107,744,Sahiwal,134,87,1023,709
Screenshot-2025-09-13-121825_png.rf.32213147fb9e01445fab99f6e87e4801.jpg,982,628,Sahiwal,90,90,468,542
Screenshot-2025-09-13-121825_png.rf.32213147fb9e01445fab99f6e87e4801.jpg,982,628,Sahiwal,448,163,674,583
Screenshot-2025-09-13-121825_png.rf.32213147fb9e01445fab99f6e87e4801.jpg,982,628,Sahiwal,605,127,923,536
Screenshot-2025-09-13-122450_png.rf.a155ff79f445186be98a12a59a489122.jpg,632,508,Sahiwal,30,48,589,428
Screenshot-2025-09-13-122353_png.rf.c17d87fdd95e2e9461ed8a77559688b5.jpg,673,367,Sahiwal,136,70,567,363
Screenshot-2025-09-13-122353_png.rf.c17d87fdd95e2e9461ed8a77559688b5.jpg,673,367,Sahiwal,148,289,285,360
Screenshot-2025-09-13-121428_png.rf.e388a67639eb6a3a745f00fe897eb433.jpg,1116,727,Sahiwal,187,133,884,625
Screenshot-2025-09-13-122413_png.rf.e047e76aca0cfdff4a8f2ff58129dbb9.jpg,712,361,Sahiwal,173,42,530,319
Screenshot-2025-09-13-121341_png.rf.398923c543cc799f82b04f851dfefd43.jpg,1104,729,Sahiwal,354,220,738,583
Screenshot-2025-09-13-121341_png.rf.398923c543cc799f82b04f851dfefd43.jpg,1104,729,Sahiwal,226,149,403,321
Screenshot-2025-09-13-121341_png.rf.398923c543cc799f82b04f851dfefd43.jpg,1104,729,Sahiwal,604,155,722,216
Screenshot-2025-09-13-121929_png.rf.ff25e35092e83fd61132490225b1f908.jpg,1614,879,Sahiwal,797,477,991,837
Screenshot-2025-09-13-121929_png.rf.ff25e35092e83fd61132490225b1f908.jpg,1614,879,Sahiwal,1088,467,1253,792
Screenshot-2025-09-13-121929_png.rf.ff25e35092e83fd61132490225b1f908.jpg,1614,879,Sahiwal,1270,490,1393,781
Screenshot-2025-09-13-121929_png.rf.ff25e35092e83fd61132490225b1f908.jpg,1614,879,Sahiwal,1407,495,1520,784
Screenshot-2025-09-13-121929_png.rf.ff25e35092e83fd61132490225b1f908.jpg,1614,879,Sahiwal,658,452,789,707
Screenshot-2025-09-13-121929_png.rf.ff25e35092e83fd61132490225b1f908.jpg,1614,879,Sahiwal,827,217,963,345
Screenshot-2025-09-13-122331_png.rf.da482f2b900130f223c12d177cb366fe.jpg,725,497,Sahiwal,55,60,687,462
Screenshot-2025-09-13-121752_png.rf.e0dcbeb8e950dc11e18d9326cfaa44fc.jpg,1055,723,Sahiwal,167,67,833,630
Screenshot-2025-09-13-121240_png.rf.3bb6932a3613bce8836c8fb79b89d299.jpg,1109,729,Sahiwal,139,127,888,694
Screenshot-2025-09-13-121803_png.rf.dd268155d353f528cb66e9e184fc113a.jpg,1245,909,Sahiwal,67,114,1107,816
Screenshot-2025-09-13-121903_png.rf.936e74ce8789594d881e76a8399af8bf.jpg,1570,906,Sahiwal,478,144,1252,793
Screenshot-2025-09-13-121903_png.rf.936e74ce8789594d881e76a8399af8bf.jpg,1570,906,Sahiwal,98,217,513,796
Screenshot-2025-09-13-122344_png.rf.96af0db2ff844a568492b11472631eaf.jpg,696,471,Sahiwal,0,112,535,446
Screenshot-2025-09-13-122008_png.rf.76fda3b27ca52b6b296b65f36c848c07.jpg,1095,898,Sahiwal,132,107,831,853
Screenshot-2025-09-13-122622_png.rf.68a655fac3deffab6bb27ee01c3bd02b.jpg,630,600,Sahiwal,36,129,592,462
